id,calories,carbs,fat
3895,217,30.0,9
3896,426,62.0,18
3897,334,48.0,15
3898,122,30.0,0
3899,376,49.0,18
3900,414,60.0,18
3901,323,45.0,15
3902,207,49.0,2
3903,300,69.0,2
3904,112,29.0,0
3905,422,8.0,27
3906,61,15.0,0
3907,648,43.0,44
3908,800,43.0,47
3909,790,43.0,48
3910,800,43.0,47
3911,865,43.0,51
3912,815,129.0,30
3913,904,148.0,31
3914,815,129.0,30
3915,1105,168.0,30
3916,749,113.0,30
3917,757,113.0,31
3918,883,127.0,40
3919,646,99.0,27
3920,735,118.0,28
3921,848,120.0,42
3922,646,99.0,27
3923,936,138.0,27
3924,579,83.0,27
3925,588,83.0,28
3926,1373,184.0,63
3927,1963,132.0,129
3928,2090,133.0,131
3929,571,52.0,24
3930,280,24.0,0
3931,291,48.0,0
3932,576,83.0,0
3933,191,22.0,0
3934,251,36.0,0
3935,197,24.0,0
3936,395,73.0,0
3937,427,43.0,24
3938,255,45.0,0
3939,103,26.0,0
3940,180,19.0,0
3941,96,23.0,0
3942,1008,74.0,55
3943,957,57.0,55
3944,302,28.0,6
3945,282,40.0,6
3946,286,28.0,12
3947,403,29.0,22
3948,289,39.0,4
3949,550,82.0,0
3950,103,26.0,0
3951,434,60.0,18
3952,297,56.0,2
3953,605,58.0,27
3954,551,26.0,32
3955,276,13.0,16
3956,690,58.0,35
3957,1139,87.0,69
3958,1126,52.0,83
3959,1076,4.0,84
3960,357,51.0,0
3961,961,58.0,56
3962,280,32.0,0
3963,313,21.0,21
3964,567,45.0,22
3965,420,51.0,8
3966,1170,128.0,45
3967,870,43.0,55
3968,1030,128.0,42
3969,30,6.0,0
3970,40,9.0,0
3971,225,35.0,0
3972,240,29.0,0
3973,240,28.0,0
3974,900,65.0,47
3975,1037,68.0,62
3976,1770,171.0,112
3977,1921,121.0,117
3978,180,2.0,0
3979,280,4.0,15
3980,100,1.0,1
3981,880,14.0,79
3982,230,21.0,11
3983,5,1.0,0
3984,800,53.0,46
3985,560,4.0,59
3986,120,7.0,0
3987,680,23.0,56
3988,200,14.0,0
3989,130,31.0,0
3990,430,20.0,25
3991,10,2.0,0
3992,460,30.0,34
3993,420,11.0,39
3994,160,8.0,13
3995,850,58.0,51
3996,15,3.0,0
3997,340,61.0,6
3998,340,55.0,11
3999,480,10.0,40
4000,920,62.0,61
4001,1260,101.0,68
4002,460,56.0,15
4003,930,111.0,31
4004,780,39.0,68
4005,810,61.0,35
4006,940,74.0,57
4007,1180,55.0,81
4008,380,25.0,20
4009,650,58.0,37
4010,470,22.0,32
4011,1440,24.0,115
4012,0,0.0,0
4013,140,36.0,0
4014,820,41.0,72
4015,790,20.0,66
4016,950,76.0,56
4017,910,115.0,33
4018,450,91.0,4
4019,1180,91.0,73
4020,1470,94.0,88
4021,1350,91.0,87
4022,1670,77.0,113
4023,110,9.0,8
4024,5,1.0,0
4025,270,14.0,20
4026,260,36.0,12
4027,290,40.0,12
4028,150,36.0,2
4029,400,91.0,2
4030,360,42.0,18
4031,350,43.0,6
4032,410,38.0,11
4033,1110,71.0,68
4034,380,41.0,9
4035,460,31.0,31
4036,300,26.0,13
4037,990,114.0,56
4038,290,33.0,0
4039,430,2.0,39
4040,1100,100.0,52
4041,720,46.0,38
4042,580,65.0,33
4043,440,28.0,12
4044,440,28.0,12
4045,170,47.0,0
4046,710,39.0,41
4047,630,66.0,29
4048,990,45.0,78
4049,1510,96.0,98
4050,440,52.0,0
4051,840,101.0,31
4052,480,11.0,37
4053,1010,33.0,71
4054,150,4.0,16
4055,150,46.0,0
4056,1190,95.0,70
4057,960,91.0,55
4058,900,52.0,62
4059,760,61.0,52
4060,570,29.0,36
4061,400,2.0,37
4062,790,61.0,57
4063,930,53.0,58
4064,1550,99.0,104
4065,1320,118.0,58
4066,1010,111.0,42
4067,480,89.0,6
4068,450,91.0,4
4069,1160,110.0,49
4070,440,48.0,17
4071,290,4.0,3
4072,1140,103.0,55
4073,560,31.0,22
4074,130,31.0,0
4075,190,16.0,12
4076,190,16.0,12
4077,190,15.0,10
4078,980,97.0,41
4079,320,45.0,27
4080,740,62.0,45
4081,290,9.0,19
4082,450,91.0,4
4083,290,3.0,16
4084,1060,83.0,50
4085,220,18.0,10
4086,220,18.0,10
4087,25,1.0,2
4088,5,2.0,0
4089,15,1.0,1
4090,600,52.0,25
4091,1030,36.0,80
4092,0,0.0,0
4093,170,14.0,8
4094,170,14.0,8
4095,180,0.0,15
4096,900,57.0,60
4097,650,41.0,47
4098,160,8.0,13
4099,110,9.0,8
4100,700,59.0,48
4101,1180,77.0,66
4102,10,2.0,0
4103,160,39.0,0
4104,390,35.0,0
4105,340,61.0,6
4106,420,48.0,16
4107,460,51.0,23
4108,310,46.0,9
4109,1240,92.0,66
4110,370,17.0,29
4111,640,21.0,66
4112,690,54.0,48
4113,1320,81.0,73
4114,340,17.0,25
4115,130,31.0,0
4116,530,52.0,23
4117,1060,105.0,46
4118,490,88.0,7
4119,910,83.0,46
4120,840,81.0,51
4121,1017,60.0,65
4122,401,3.0,20
4123,401,3.0,20
4124,61,1.0,1
4125,244,4.0,4
4126,115,12.0,5
4127,417,14.0,25
4128,506,16.0,29
4129,936,56.0,47
4130,968,57.0,61
4131,376,14.0,24
4132,1503,57.0,95
4133,712,41.0,40
4134,465,32.0,28
4135,259,52.0,2
4136,259,52.0,2
4137,418,54.0,17
4138,295,16.0,4
4139,390,25.0,9
4140,1007,58.0,58
4141,1262,23.0,53
4142,148,5.0,0
4143,162,28.0,3
4144,162,28.0,3
4145,265,5.0,10
4146,541,77.0,23
4147,918,129.0,40
4148,607,14.0,53
4149,1066,28.0,90
4150,1165,82.0,72
4151,1204,73.0,79
4152,466,17.0,39
4153,202,35.0,5
4154,202,35.0,5
4155,888,70.0,49
4156,763,89.0,36
4157,930,76.0,44
4158,1101,52.0,46
4159,325,45.0,16
4160,564,5.0,29
4161,1521,96.0,92
4162,1674,80.0,96
4163,1253,88.0,64
4164,405,8.0,18
4165,405,8.0,18
4166,500,17.0,23
4167,898,70.0,48
4168,397,10.0,19
4169,113,4.0,5
4170,1053,86.0,41
4171,200,22.0,8
4172,180,24.0,9
4173,500,29.0,24
4174,947,58.0,61
4175,300,14.0,20
4176,1099,17.0,47
4177,1137,194.0,34
4178,136,14.0,8
4179,136,14.0,8
4180,136,14.0,8
4181,240,0.0,10
4182,240,0.0,10
4183,335,9.0,15
4184,1220,179.0,53
4185,806,73.0,35
4186,813,114.0,36
4187,402,2.0,21
4188,178,4.0,11
4189,288,18.0,14
4190,396,55.0,18
4191,701,58.0,39
4192,78,5.0,5
4193,78,5.0,5
4194,45,5.0,2
4195,45,5.0,2
4196,45,5.0,2
4197,41,4.0,2
4198,41,4.0,2
4199,41,4.0,2
4200,293,28.0,19
4201,53,7.0,2
4202,53,7.0,2
4203,53,7.0,2
4204,53,7.0,2
4205,203,9.0,0
4206,203,9.0,0
4207,203,8.0,0
4208,195,12.0,0
4209,195,12.0,0
4210,199,8.0,0
4211,199,8.0,0
4212,206,16.0,0
4213,206,16.0,0
4214,203,8.0,0
4215,101,10.0,4
4216,110,12.0,5
4217,110,12.0,5
4218,795,48.0,28
4219,795,48.0,28
4220,463,43.0,17
4221,291,0.0,17
4222,386,9.0,22
4223,142,10.0,2
4224,142,10.0,2
4225,94,9.0,3
4226,94,9.0,3
4227,142,9.0,2
4228,137,9.0,2
4229,137,9.0,2
4230,142,10.0,2
4231,142,10.0,2
4232,142,9.0,2
4233,401,11.0,24
4234,40,10.0,0
4235,990,110.0,56
4236,625,99.0,12
4237,736,62.0,43
4238,96,4.0,7
4239,385,15.0,29
4240,81,0.0,6
4241,161,0.0,13
4242,242,0.0,19
4243,779,58.0,46
4244,282,19.0,11
4245,434,27.0,21
4246,464,18.0,33
4247,444,41.0,23
4248,664,76.0,31
4249,680,61.0,37
4250,469,86.0,7
4251,405,72.0,7
4252,59,16.0,0
4253,27,7.0,0
4254,112,11.0,7
4255,392,53.0,19
4256,679,58.0,36
4257,541,33.0,35
4258,315,37.0,13
4259,621,62.0,34
4260,560,47.0,29
4261,568,54.0,28
4262,1406,80.0,95
4263,521,32.0,29
4264,560,47.0,29
4265,1090,80.0,62
4266,460,6.0,29
4267,949,79.0,57
4268,934,72.0,54
4269,365,2.0,19
4270,365,2.0,19
4271,365,2.0,19
4272,736,84.0,60
4273,342,37.0,19
4274,1418,111.0,77
4275,1065,88.0,54
4276,1001,75.0,54
4277,152,9.0,0
4278,152,9.0,0
4279,443,24.0,15
4280,443,24.0,15
4281,397,25.0,21
4282,397,25.0,21
4283,284,18.0,14
4284,284,18.0,14
4285,377,23.0,10
4286,377,23.0,10
4287,279,18.0,16
4288,279,18.0,16
4289,678,54.0,36
4290,678,54.0,36
4291,382,3.0,22
4292,462,3.0,28
4293,903,35.0,51
4294,494,3.0,25
4295,494,3.0,25
4296,476,12.0,27
4297,398,20.0,21
4298,398,20.0,21
4299,177,17.0,9
4300,177,17.0,9
4301,397,38.0,19
4302,397,38.0,19
4303,226,0.0,4
4304,289,3.0,12
4305,291,0.0,17
4306,375,4.0,15
4307,94,13.0,2
4308,94,13.0,2
4309,317,28.0,20
4310,285,45.0,11
4311,912,7.0,71
4312,54,6.0,3
4313,54,6.0,3
4314,105,15.0,2
4315,105,15.0,2
4316,915,78.0,53
4317,877,57.0,55
4318,434,7.0,27
4319,140,6.0,10
4320,320,43.0,9
4321,580,47.0,31
4322,500,51.0,17
4323,450,46.0,17
4324,490,46.0,22
4325,410,53.0,9
4326,550,53.0,26
4327,360,46.0,12
4328,360,44.0,12
4329,320,44.0,8
4330,380,47.0,13
4331,580,60.0,26
4332,410,46.0,16
4333,480,59.0,18
4334,320,47.0,5
4335,320,45.0,5
4336,480,46.0,24
4337,520,46.0,28
4338,400,46.0,11
4339,430,49.0,14
4340,380,48.0,10
4341,430,47.0,15
4342,390,47.0,10
4343,310,46.0,4
4344,370,47.0,11
4345,430,48.0,13
4346,470,48.0,17
4347,370,57.0,4
4348,480,44.0,25
4349,280,46.0,3
4350,430,48.0,18
4351,380,52.0,8
4352,230,44.0,2
4353,390,46.0,13
4354,350,46.0,9
4355,35,9.0,0
4356,260,16.0,19
4357,350,17.0,24
4358,400,12.0,29
4359,330,17.0,16
4360,200,32.0,8
4361,230,22.0,10
4362,250,22.0,12
4363,390,42.0,16
4364,270,25.0,8
4365,100,12.0,1
4366,220,23.0,3
4367,350,17.0,24
4368,300,15.0,18
4369,300,15.0,18
4370,220,30.0,10
4371,220,30.0,10
4372,200,20.0,11
4373,150,20.0,4
4374,180,16.0,10
4375,220,10.0,4
4376,210,30.0,9
4377,190,21.0,7
4378,170,21.0,5
4379,200,23.0,8
4380,200,23.0,8
4381,510,26.0,36
4382,200,32.0,7
4383,150,15.0,7
4384,90,14.0,2
4385,220,23.0,11
4386,210,32.0,10
4387,90,17.0,1
4388,200,30.0,8
4389,140,10.0,2
4390,220,26.0,12
4391,500,43.0,26
4392,150,18.0,7
4393,200,29.0,9
4394,200,30.0,3
4395,140,11.0,3
4396,490,43.0,25
4397,380,13.0,31
4398,260,13.0,14
4399,300,17.0,16
4400,190,22.0,6
4401,210,22.0,8
4402,140,12.0,3
4403,220,28.0,12
4404,220,23.0,8
4405,240,23.0,10
4406,230,32.0,3
4407,180,30.0,2
4408,110,12.0,2
4409,250,13.0,16
4410,230,23.0,7
4411,90,15.0,2
4412,150,29.0,1
4413,60,10.0,1
4414,410,44.0,17
4415,220,29.0,11
4416,540,59.0,26
4417,460,53.0,18
4418,510,69.0,19
4419,370,56.0,11
4420,370,56.0,11
4421,550,68.0,22
4422,550,68.0,22
4423,310,75.0,0
4424,250,62.0,0
4425,420,53.0,16
4426,400,52.0,12
4427,390,52.0,13
4428,310,39.0,15
4429,310,39.0,15
4430,370,29.0,21
4431,360,29.0,21
4432,390,31.0,24
4433,480,40.0,27
4434,190,18.0,9
4435,190,18.0,9
4436,290,32.0,17
4437,490,39.0,29
4438,280,29.0,17
4439,280,29.0,17
4440,180,44.0,0
4441,270,66.0,0
4442,530,41.0,28
4443,180,18.0,6
4444,380,41.0,17
4445,380,41.0,17
4446,170,26.0,7
4447,170,26.0,7
4448,150,39.0,0
4449,230,60.0,0
4450,270,31.0,13
4451,270,31.0,13
4452,540,71.0,21
4453,170,12.0,10
4454,170,12.0,10
4455,200,15.0,12
4456,170,13.0,9
4457,200,15.0,11
4458,320,37.0,14
4459,350,40.0,16
4460,340,32.0,14
4461,330,32.0,14
4462,360,34.0,17
4463,580,59.0,29
4464,580,59.0,29
4465,780,74.0,42
4466,730,70.0,35
4467,720,70.0,36
4468,350,57.0,9
4469,350,57.0,9
4470,350,50.0,8
4471,340,50.0,9
4472,150,18.0,3
4473,150,18.0,3
4474,150,13.0,8
4475,150,13.0,8
4476,150,19.0,4
4477,180,20.0,7
4478,270,29.0,10
4479,270,29.0,11
4480,300,31.0,14
4481,430,48.0,18
4482,250,19.0,14
4483,300,75.0,0
4484,250,62.0,0
4485,540,47.0,31
4486,120,20.0,3
4487,270,21.0,14
4488,330,31.0,20
4489,780,79.0,43
4490,440,42.0,25
4491,180,20.0,7
4492,230,22.0,11
4493,200,19.0,9
4494,200,19.0,9
4495,520,41.0,28
4496,280,70.0,0
4497,230,57.0,0
4498,250,30.0,10
4499,780,80.0,41
4500,990,89.0,61
4501,990,89.0,61
4502,230,14.0,16
4503,880,95.0,42
4504,840,92.0,35
4505,820,92.0,36
4506,190,20.0,6
4507,148,11.0,6
4508,60,7.0,2
4509,170,12.0,9
4510,150,12.0,6
4511,200,19.0,9
4512,180,19.0,6
4513,210,21.0,9
4514,440,71.0,10
4515,604,67.0,29
4516,772,57.0,46
4517,523,42.0,32
4518,510,41.0,29
4519,210,12.0,12
4520,496,49.0,25
4521,1567,127.0,97
4522,759,58.0,48
4523,358,32.0,21
4524,823,49.0,51
4525,245,18.0,14
4526,190,18.0,9
4527,190,18.0,9
4528,1043,58.0,75
4529,490,70.0,15
4530,90,18.0,0
4531,180,36.0,0
4532,572,47.0,35
4533,709,48.0,42
4534,210,24.0,11
4535,607,53.0,30
4536,477,43.0,26
4537,170,12.0,9
4538,387,40.0,18
4539,1505,128.0,90
4540,713,59.0,43
4541,327,33.0,18
4542,761,50.0,44
4543,184,19.0,8
4544,180,18.0,7
4545,180,18.0,7
4546,838,53.0,57
4547,237,19.0,11
4548,117,11.0,6
4549,140,31.0,0
4550,280,63.0,0
4551,564,54.0,29
4552,210,19.0,8
4553,230,20.0,11
4554,219,23.0,11
4555,219,23.0,11
4556,560,37.0,32
4557,310,19.0,20
4558,469,83.0,12
4559,1086,105.0,62
4560,274,23.0,15
4561,457,49.0,22
4562,348,39.0,14
4563,392,38.0,20
4564,374,43.0,18
4565,374,43.0,18
4566,143,5.0,10
4567,143,5.0,10
4568,460,47.0,22
4569,230,24.0,10
4570,280,18.0,22
4571,279,10.0,21
4572,634,60.0,34
4573,440,37.0,23
4574,250,19.0,15
4575,235,41.0,6
4576,317,30.0,17
4577,195,51.0,0
4578,325,85.0,0
4579,130,34.0,0
4580,401,32.0,24
4581,450,24.0,30
4582,430,23.0,28
4583,180,10.0,12
4584,170,9.0,11
4585,270,14.0,18
4586,260,14.0,17
4587,570,49.0,27
4588,340,28.0,18
4589,40,9.0,0
4590,670,57.0,32
4591,380,33.0,13
4592,240,20.0,10
4593,580,43.0,29
4594,310,25.0,14
4595,440,67.0,14
4596,250,18.0,17
4597,530,55.0,28
4598,300,54.0,6
4599,410,31.0,24
4600,350,34.0,19
4601,820,42.0,47
4602,580,42.0,31
4603,1090,43.0,66
4604,460,27.0,25
4605,200,19.0,13
4606,260,25.0,10
4607,510,54.0,20
4608,290,26.0,13
4609,350,28.0,19
4610,200,32.0,5
4611,200,32.0,5
4612,190,32.0,4
4613,290,26.0,13
4614,220,28.0,11
4615,990,195.0,18
4616,270,31.0,8
4617,870,164.0,17
4618,500,65.0,24
4619,590,97.0,15
4620,780,149.0,15
4621,560,93.0,14
4622,410,52.0,20
4623,410,67.0,10
4624,390,65.0,10
4625,480,51.0,23
4626,650,121.0,14
4627,180,20.0,5
4628,580,104.0,0
4629,310,40.0,15
4630,290,48.0,7
4631,540,97.0,12
4632,280,46.0,7
4633,320,63.0,3
4634,780,40.0,51
4635,440,28.0,27
4636,330,30.0,16
4637,510,55.0,20
4638,370,43.0,7
4639,220,28.0,11
4640,220,28.0,11
4641,290,53.0,6
