id,name
2758,Crunchy Catfish
2759,Diablo Mussels
2760,Dipping Butter
2761,Dirty Rice
2762,Double Dip
2763,Dungeness Crab – excluding side of butter
2764,Ear of Corn
2765,East Coast Platter
2766,Fire-Grilled
2767,Fish & Chips
2768,Fish & Shrimp
2769,Fish Fingers
2770,Fisherman’s Platter
2771,French Fries
2772,French Fries
2773,Fried Oysters
2774,Garlic Herb
2775,Garlicky Mussels
2776,Get Stuffed Snapper
2777,Great Balls of Fire
2778,Grilled Malibu Shrimp
2779,Grilled Sunset Salmon
2780,Homestyle Chicken Tenders
2781,House Side Salad
2782,Hush Puppies
2783,Joe’s Classic Steampot
2784,Joe’s Classic Steampot For 2 (Nutritionals for 1 serving)
2785,Joe’s Famous BBQ
2786,Joe’s Steak Deal
2787,Key Lime Wave
2788,Kid’s Snow Crab
2789,King Crab – excluding side of butter
2790,Lobster Daddy Feast – excluding side of butter
2791,Maui Mahi
2792,Mini Beach Burgers
2793,Mini Steampot
2794,Mozzarella Sticks
2795,New England Clam Chowder
2796,Old Bay Steampot
2797,Onion Strings
2798,Paint a Crab
2799,Pan Fried Cheesy Chicken
2800,Pasta-laya
2801,Pizza
2802,Popcorn Shrimp
2803,Ragin’ Cajun
2804,Ribeye
2805,Rice
2806,Rockin Popcorn Shrimp
2807,Salmon Orleans
2808,Samuel Adams Steampot
2809,Sea Turtle Sundae
2810,Seafood Fun-Do
2811,Seaside Platter
2812,Shrimp Pasta Alfredo
2813,Shrimp Trio
2814,Shrimply Grilled Shrimp
2815,Skillet Paella
2816,Snapper Pontchartrain
2817,Snow Crab – excluding side of butter
2818,Spicy Boil
2819,Steak & Malibu Shrimp
2820,Strawberry Sundae
2821,Sunset Fire-Grilled Steampot
2822,Sunset Fire-Grilled Steampot For 2 (Nutritionals for 1 serving)
2823,Surf ‘n Turf Burger
2824,The Big Hook Up
2825,The Diablo Steampot
2826,The KJ Steampot
2827,The Orleans
2828,Veggies
2829,Apple Turnover (1)
2830,BBQ Baked Beans
2831,Biscuit
2832,Caesar Side Salad without Dressing & Croutons
2833,Café Valley Bakery® Chocolate Chip Cake (6 slices per cake)
2834,Chicken Pot Pie
2835,Cole Slaw
2836,Corn on the Cob (3″)
2837,Corn on the Cob (5.5″)
2838,Country Fried Steak with Peppered White Gravy
2839,Country Fried Steak without Peppered White Gravy
2840,Crispy Chicken BLT Salad without Dressing
2841,Crispy Chicken Caesar Salad without Dressing & Croutons
2842,Crispy Strips (2)
2843,Crispy Strips (3)
2844,Crispy Twister®
2845,Crispy Twister® without Sauce
2846,Double Down with OR Filet
2847,Doublicious with OR Filet
2848,EC Chicken- Breast
2849,EC Chicken- Drumstick
2850,EC Chicken- Thigh
2851,EC Chicken- Whole Wing
2852,EC Drumstick Value Box
2853,EC Thigh Value Box
2854,Fiery Buffalo Hot Wings® (1)
2855,Fiery Buffalo Hot Wings® Value Box
2856,Green Beans
2857,Grilled Chicken- Breast
2858,Grilled Chicken- Drumstick
2859,Grilled Chicken- Thigh
2860,Grilled Chicken- Whole Wing
2861,Grilled Drumstick Value Box
2862,Grilled Thigh Value Box
2863,HBBQ Hot Wings® (1)
2864,HBBQ Hot Wings® Value Box
2865,Heinz Buttermilk Ranch Dressing (1)
2866,Hidden Valley® The Original Ranch® Fat Free Dressing (1)
2867,Honey BBQ Sandwich
2868,Hot Wings® (1)
2869,Hot Wings® Value Box
2870,House Side Salad without Dressing
2871,Jalapeno Peppers
2872,KFC Famous Bowls®-Mashed Potato with Gravy
2873,KFC Snacker® with Crispy Strip
2874,KFC Snacker® with Crispy Strip without Sauce
2875,"KFC Snacker® with Crispy Strip, Buffalo"
2876,"KFC Snacker® with Crispy Strip, Ultimate Cheese"
2877,"KFC Snacker®, Honey BBQ"
2878,KFC® Cornbread Muffin
2879,KFC® Creamy Parmesan Caesar Dressing (1)
2880,KFC® Gizzards
2881,KFC® Livers
2882,KFC® OR Filet
2883,Lil’ Bucket™ Chocolate Crème Parfait Cup
2884,Lil’ Bucket™ Lemon Crème Parfait Cup
2885,Lil’ Bucket™ Strawberry Shortcake Parfait Cup
2886,Macaroni and Cheese
2887,Macaroni Salad
2888,Marzetti Light Italian Dressing (1)
2889,Mashed Potatoes with Gravy
2890,Mashed Potatoes without Gravy
2891,OR Chicken- Breast
2892,OR Chicken- Drumstick
2893,OR Chicken- Thigh
2894,OR Chicken- Whole Wing
2895,OR Chicken-Breast without skin or breading
2896,OR Drumstick Value Box
2897,OR Thigh Value Box
2898,Oreo® Cookies and Crème Pie Slice
2899,Parmesan Garlic Croutons Pouch (1)
2900,Popcorn Chicken Value Box
2901,Popcorn Chicken-Individual
2902,Popcorn Chicken-Kids
2903,Popcorn Chicken-Large
2904,Potato Salad
2905,Potato Wedges
2906,Reese’s® Peanut Butter Pie Slice
2907,Sargento® Light String Cheese
2908,Snack-Size Bowl
2909,Spicy Crispy- Breast
2910,Spicy Crispy- Drumstick
2911,Spicy Crispy- Thigh
2912,Spicy Crispy- Whole Wing
2913,Sweet Kernel Corn
2914,Sweet Life® Chocolate Chip Cookie
2915,Sweet Life® Oatmeal Raisin Cookie
2916,Angus Deluxe
2917,Angus Deluxe Snack Wrap
2918,Angus Mushroom & Swiss
2919,Angus Mushroom & Swiss Snack Wrap
2920,Apple Dippers with Low Fat Caramel Dip
2921,Baked Hot Apple Pie
2922,Big Breakfast with Hotcakes
2923,Big Breakfast with Hotcakes
2924,Big Breakfast®
2925,Big Breakfast®
2926,Big Mac®
2927,Big N’ Tasty®
2928,Big N’ Tasty® with Cheese
2929,Cappuccino
2930,Cappuccino
2931,Cappuccino
2932,Cappuccino with Sugar Free Vanilla Syrup
2933,Cappuccino with Sugar Free Vanilla Syrup
2934,Cappuccino with Sugar Free Vanilla Syrup
2935,Caramel Cappuccino
2936,Caramel Cappuccino
2937,Caramel Cappuccino
2938,Caramel Latte
2939,Caramel Latte
2940,Caramel Latte
2941,Caramel Mocha
2942,Caramel Mocha
2943,Caramel Mocha
2944,Cheeseburger
2945,Chicken McNuggets®
2946,Chicken McNuggets®
2947,Chicken McNuggets®
2948,Chicken Selects® Premium Breast Strips
2949,Chicken Selects® Premium Breast Strips
2950,Chipotle BBQ Snack Wrap® (Crispy)
2951,Chipotle BBQ Snack Wrap® (Grilled)
2952,Chocolate Chip Cookie
2953,Chocolate McCafe® Shake
2954,Chocolate McCafe® Shake
2955,Chocolate McCafe® Shake
2956,Chocolate Triple Thick® Shake
2957,Chocolate Triple Thick® Shake
2958,Chocolate Triple Thick® Shake
2959,Chocolate Triple Thick® Shake
2960,Cinnamon Melts
2961,Coffee
2962,Coffee
2963,Double Cheeseburger
2964,Double Quarter Pounder® with Cheese
2965,Egg McMuffin®
2966,English Muffin
2967,Filet-O-Fish®
2968,Frappe Caramel
2969,Frappe Caramel
2970,Frappe Caramel
2971,Frappe Mocha
2972,Frappe Mocha
2973,Frappe Mocha
2974,Fruit & Maple Oatmeal
2975,Fruit & Maple Oatmeal without Brown Sugar
2976,Fruit ‘n Yogurt Parfait
2977,Hash Brown
2978,Hazelnut Cappuccino
2979,Hazelnut Cappuccino
2980,Hazelnut Cappuccino
2981,Hazelnut Latte
2982,Hazelnut Latte
2983,Hazelnut Latte
2984,Honey Mustard Snack Wrap® (Crispy)
2985,Honey Mustard Snack Wrap® (Grilled)
2986,Hot Caramel Sundae
2987,Hot Chocolate
2988,Hot Chocolate
2989,Hot Chocolate
2990,Hot Chocolate with Nonfat Milk
2991,Hot Chocolate with Nonfat Milk
2992,Hot Chocolate with Nonfat Milk
2993,Hot Fudge Sundae
2994,Hotcakes
2995,Hotcakes and Sausage
2996,Iced Caramel Latte
2997,Iced Caramel Latte
2998,Iced Caramel Latte
2999,Iced Caramel Mocha
3000,Iced Caramel Mocha
3001,Iced Caramel Mocha
3002,Iced Coffee Caramel
3003,Iced Coffee Caramel
3004,Iced Coffee Caramel
3005,Iced Coffee Hazelnut
3006,Iced Coffee Hazelnut
3007,Iced Coffee Hazelnut
3008,Iced Coffee Regular
3009,Iced Coffee Regular
3010,Iced Coffee Regular
3011,Iced Coffee Vanilla
3012,Iced Coffee Vanilla
3013,Iced Coffee Vanilla
3014,Iced Coffee with Sugar Free Vanilla Syrup
3015,Iced Coffee with Sugar Free Vanilla Syrup
3016,Iced Coffee with Sugar Free Vanilla Syrup
3017,Iced Hazelnut Latte
3018,Iced Hazelnut Latte
3019,Iced Hazelnut Latte
3020,Iced Latte
3021,Iced Latte
3022,Iced Latte
3023,Iced Latte with Sugar Free Vanilla Syrup
3024,Iced Latte with Sugar Free Vanilla Syrup
3025,Iced Latte with Sugar Free Vanilla Syrup
3026,Iced Mocha
3027,Iced Mocha with Nonfat Milk
3028,Iced Nonfat Caramel Latte
3029,Iced Nonfat Caramel Latte
3030,Iced Nonfat Caramel Latte
3031,Iced Nonfat Caramel Mocha
3032,Iced Nonfat Caramel Mocha
3033,Iced Nonfat Caramel Mocha
3034,Iced Nonfat Hazelnut Latte
3035,Iced Nonfat Hazelnut Latte
3036,Iced Nonfat Hazelnut Latte
3037,Iced Nonfat Latte
3038,Iced Nonfat Latte
3039,Iced Nonfat Latte
3040,Iced Nonfat Latte with Sugar Free Vanilla Syrup
3041,Iced Nonfat Latte with Sugar Free Vanilla Syrup
3042,Iced Nonfat Latte with Sugar Free Vanilla Syrup
3043,Iced Nonfat Vanilla Latte
3044,Iced Nonfat Vanilla Latte
3045,Iced Nonfat Vanilla Latte
3046,Iced Vanilla Latte
3047,Iced Vanilla Latte
3048,Iced Vanilla Latte
3049,Kiddie Cone
3050,Large French Fries
3051,Latte
3052,Latte
3053,Latte
3054,Latte with Sugar Free Vanilla Syrup
3055,Latte with Sugar Free Vanilla Syrup
3056,Latte with Sugar Free Vanilla Syrup
3057,Low Fat Caramel Dip
3058,Mac Snack Wrap
3059,McChicken ®
3060,McDonaldland® Cookies
3061,McDouble
3062,McFlurry® with M&M’S® Candies
3063,McFlurry® with OREO® Cookies
3064,McRib ®
3065,McSkillet™ Burrito with Sausage
3066,Medium French Fries
3067,Mocha
3068,Mocha
3069,Mocha
3070,Mocha with Nonfat Milk
3071,Mocha with Nonfat Milk
3072,Mocha with Nonfat Milk
3073,Nonfat Cappuccino
3074,Nonfat Cappuccino
3075,Nonfat Cappuccino
3076,Nonfat Cappuccino with Sugar Free Vanilla Syrup
3077,Nonfat Cappuccino with Sugar Free Vanilla Syrup
3078,Nonfat Cappuccino with Sugar Free Vanilla Syrup
3079,Nonfat Caramel Cappuccino
3080,Nonfat Caramel Cappuccino
3081,Nonfat Caramel Cappuccino
3082,Nonfat Caramel Latte
3083,Nonfat Caramel Latte
3084,Nonfat Caramel Latte
3085,Nonfat Caramel Mocha
3086,Nonfat Caramel Mocha
3087,Nonfat Caramel Mocha
3088,Nonfat Hazelnut Cappuccino
3089,Nonfat Hazelnut Cappuccino
3090,Nonfat Hazelnut Cappuccino
3091,Nonfat Hazelnut Latte
3092,Nonfat Hazelnut Latte
3093,Nonfat Hazelnut Latte
3094,Nonfat Latte
3095,Nonfat Latte
3096,Nonfat Latte
3097,Nonfat Latte with Sugar Free Vanilla Syrup
3098,Nonfat Latte with Sugar Free Vanilla Syrup
3099,Nonfat Latte with Sugar Free Vanilla Syrup
3100,Nonfat Vanilla Cappuccino
3101,Nonfat Vanilla Cappuccino
3102,Nonfat Vanilla Cappuccino
3103,Nonfat Vanilla Latte
3104,Nonfat Vanilla Latte
3105,Nonfat Vanilla Latte
3106,Oatmeal Raisin Cookie
3107,12 oz. Grilled Top Sirloin
3108,6 oz. Grilled Top Sirloin
3109,9 oz. Grilled Top Sirloin
3110,Apple Caramel Cobbler
3111,"Apple Caramel Cobbler, Mini"
3112,Authentic Spinach & Artichoke Dip
3113,Baked Potato (plain)
3114,Black & Bleu Caesar Salad
3115,Broccoli
3116,Broccoli Cheese Casserole
3117,Brownie Lover’s Brownie
3118,Add Grilled Chicken
3119,Add Italian Sausage
3120,Add Meatball
3121,Add Shrimp
3122,Alfredo Dipping Sauce
3123,Alfredo Sauce
3124,Amaretto Tiramisu with Almond Cookie Crumble
3125,Black Tie Mousse Cake
3126,Braised Beef & Tortelloni
3127,Braised Beef & Tortelloni
3128,Breadstick (with garlic-butter spread)
3129,Bruschetta
3130,Caesar Salad without croutons
3131,Calamari
3132,Capellini di Mare
3133,Capellini Pomodoro
3134,Capellini Pomodoro
3135,Cappuccino Viva Italiano
3136,Caprese Flatbread
3137,Cheese Pizza
3138,Cheese Ravioli
3139,Cheese Ravioli With Marinara Sauce
3140,Cheese Ravioli with Marinara Sauce
3141,Cheese Ravioli With Meat Sauce
3142,Cheese Ravioli with Meat Sauce
3143,Chianti Braised Short Ribs
3144,Chicken & Gnocchi (one serving)
3145,Chicken & Shrimp Carbonara
3146,Chicken Alfredo
3147,Chicken Alfredo
3148,Chicken Alfredo Pizza
3149,Chicken Fingers & Pasta
3150,Chicken Marsala
3151,Chicken Parmigiana
3152,Chicken Parmigiana
3153,Chicken Scampi
3154,Chicken Scampi
3155,Chicken Vino Bianco
3156,Chocolate Mousse with Dark Chocolate Cookie Crust
3157,Chocolate Sauce
3158,Create Your Own Pizza (with cheese and sauce only)
3159,Dark Chocolate Cake with Chocolate Mousse & Caramel Cream
3160,Eggplant Parmigiana
3161,Eggplant Parmigiana
3162,Eggplant Parmigiana
3163,Fettuccine
3164,Fettuccine Alfredo
3165,Fettuccine Alfredo
3166,Five Cheese Marinara Dipping Sauce
3167,Five Cheese Ziti al Forno
3168,Five Cheese Ziti al Forno
3169,Garden-Fresh Salad (one serving with dressing)
3170,Garden-Fresh Salad (one serving without dressing)
3171,Garden-Fresh Salad without croutons
3172,Garlic Mashed Potatoes
3173,Grapes
3174,Grilled Chicken Caesar Salad
3175,Grilled Chicken Caprese
3176,Grilled Chicken Flatbread
3177,Grilled Chicken Florentine
3178,Grilled Chicken Parmesan
3179,Grilled Chicken Parmesan with Marinara Sauce
3180,Grilled Sausage & Peppers Rustica
3181,Grilled Shrimp Caprese
3182,Grilled Shrimp Caprese
3183,Grilled Steak & Portobello
3184,Herb-Grilled Salmon
3185,Herb-Grilled Salmon
3186,Hot Artichoke-Spinach Dip
3187,Kids’ Grilled Chicken
3188,Kids’ Penne Rigate with Marinara
3189,Lasagna Classico
3190,Lasagna Classico
3191,Lasagna Fritta
3192,Lasagna Rollata al Forno
3193,Lasagna Rollata al Forno
3194,Lemon Cream Cake
3195,Limoncello Mousse with Vanilla Cookie Crust
3196,Linguine alla Marinara
3197,Linguine alla Marinara
3198,Macaroni & Cheese
3199,Marinara Dipping Sauce
3200,Marinara Sauce
3201,Meat Sauce
3202,Mediterranean Grilled Chicken
3203,Minestrone (one serving)
3204,Mixed Grill
3205,Mixed Grill
3206,Mixed Grill (all chicken)
3207,Mussels di Napoli
3208,Parmesan Crusted Bistecca
3209,Parmesan Crusted Shrimp
3210,Parmesan Crusted Steak
3211,Parmesan Crusted Tilapia
3212,Parmesan-Butter Sauce
3213,Parmesan-Peppercorn Sauce
3214,Pasta e Fagioli (one serving)
3215,Peach-Mango Smoothie
3216,Penne
3217,Penne Rigate Pomodoro (Dinner)
3218,Penne Rigate Pomodoro (Lunch)
3219,Penne Rigate with Marinara (Dinner)
3220,Penne Rigate with Marinara (Lunch)
3221,Pepperoni Pizza
3222,Ravioli di Portobello
3223,Ravioli di Portobello
3224,Sampler Italiano – Chicken Fingers
3225,Sampler Italiano – Fried Mozzarella
3226,Sampler Italiano – Fried Zucchini
3227,Sampler Italiano – Marinara Sauce
3228,Sampler Italiano – Parmesan-Peppercorn Sauce
3229,Sampler Italiano – Tomato Sauce
3230,Sampler Italiano -Calamari
3231,Sampler Italiano -Stuffed Mushrooms
3232,Seafood Alfredo
3233,Seafood Alfredo
3234,Seafood Brodetto
3235,Seafood Portofino
3236,Shrimp & Crab Tortelli Romana
3237,Shrimp Mezzaluna
3238,Shrimp Primavera
3239,Shrimp Primavera
3240,Shrimp Scampi Fritta
3241,Sicilian Scampi
3242,Small Shells
3243,Smoked Mozzarella Fonduta
3244,Spaghetti
3245,Spaghetti & Italian Sausage
3246,Spaghetti & Italian Sausage
3247,Spaghetti & Meatballs
3248,Spaghetti & Meatballs
3249,Spaghetti with Meat Sauce
3250,Spaghetti with Meat Sauce
3251,Steak Gorgonzola-Alfredo
3252,Steak Toscano
3253,Steak Toscano
3254,Steamed Broccoli
3255,Strawberry & White Chocolate Cream Cake
3256,Strawberry Smoothie
3257,Stuffed Chicken Marsala
3258,Stuffed Mushrooms
3259,Sundae
3260,Tiramisu
3261,Tomato Sauce
3262,Tour of Italy
3263,Tour of Italy
3264,Triple Chocolate Strata
3265,Venetian Apricot Chicken
3266,Venetian Apricot Chicken
3267,Warm Apple Crostata
3268,White Chocolate Raspberry Cheesecake
3269,Whole Wheat Linguine
3270,Wild Berry Smoothie
3271,Zeppoli
3272,Zuppa Toscana (one serving)
3273,2 Lobster Tails With Tangy Tomato Salad No Croutons And Broccoli No Butter
3274,6 oz Sirloin With Broccoli No Butter And Tangy Tomato Salad No Croutons
3275,7 oz Salmon With Seasonal Veggies No Butter
3276,Alice Springs Chicken Quesadillas ® Regular
3277,Alice Springs Chicken Quesadillas ® Small
3278,Alice Springs Chicken®
3279,Aussie Cheese Fries Regular
3280,Aussie Cheese Fries Small
3281,Aussie Chicken Cobb Salad Crispy
3282,Aussie Chicken Cobb Salad Crispy with Blue Cheese Dressing
3283,Aussie Chicken Cobb Salad Crispy with Honey Mustard Dressing
3284,Aussie Chicken Cobb Salad Crispy with Tangy Tomato Dressing
3285,Aussie Chicken Cobb Salad Crispy with Thousand Island Dressing
3286,Aussie Chicken Cobb Salad Grilled
3287,Aussie Chicken Cobb Salad Grilled with Blue Cheese Dressing
3288,Aussie Chicken Cobb Salad Grilled with Honey Mustard Dressing
3289,Aussie Chicken Cobb Salad Grilled with Mustard Vinagrette
3290,Aussie Chicken Cobb Salad Grilled with Oil And Vinegar
3291,Aussie Chicken Cobb Salad Grilled with Ranch Dressing
3292,Aussie Chicken Cobb Salad Grilled with Tangy Tomato Dressing
3293,Aussie Chicken Cobb Salad Grilled with Thousand Island Dressing
3294,Aussie Fries
3295,Baby Back Ribs 1/2 Order
3296,Baby Back Ribs Full Order
3297,Bloomin’ Onion®
3298,Blue Cheese Crumb Crust
3299,Blue Cheese Pecan Chopped Salad
3300,Boomerang Cheese Burger
3301,Caesar Salad
3302,Caesar Salad Chicken
3303,Caesar Salad Shrimp
3304,California Chicken Salad
3305,Carrot Cake
3306,Chicken Artichoke Flatbread
3307,Chicken Fingers
3308,Chicken On The Barbie With Seasonal Veggies
3309,Chocolate Thunder From Down Under®
3310,Classic Blue Cheese Wedge Salad
3311,Classic Cheesecake
3312,Coconut Shrimp
3313,Dressed Baked Potato
3314,Filet & Grilled Shrimp On The Barbie
3315,Filet 5 oz And Grilled Shrimp With Broccoli No Butter
3316,Filet 6 oz & Lobster Tail 4 oz
3317,Filet Focaccia Sandwich
3318,Filet Wedge Salad
3319,Filet With Wild Mushroom Sauce
3320,Fresh Seasonal Mixed Veggies
3321,Fresh Steamed Broccoli
3322,Fresh Steamed French Green Beans
3323,Fresh Tilapia With Pure Lump Crabmeat
3324,Garlic Mashed Potatoes
3325,Grilled Asparagus
3326,Grilled Cheese-A-Roo
3327,Grilled Chicken & Swiss Sandwich
3328,Grilled Chicken On The Barbie
3329,Grilled Chicken on the Barbie
3330,Grilled Chicken Sandwich With Broccoli No Butter
3331,Grilled Scallops
3332,Grilled Shrimp
3333,Grilled Shrimp On The Barbie
3334,Hearts Of Gold Mahi
3335,Horseradish Crumb Crust
3336,House Salad
3337,House Salad with Blue Cheese Dressing
3338,House Salad with Honey Mustard Dressing
3339,House Salad with Mustard Vinaigrette Dressing
3340,House Salad with Ranch Dressing
3341,House Salad with TangyTomato Dressing
3342,House Salad with Thousand Island Dressing
3343,Joey Sirloin
3344,Junior Ribs
3345,Lobster Tail
3346,Lobster Tails 4 oz
3347,Mac-A-Roo ‘N Cheese
3348,New York Strip 10 oz
3349,New York Strip 14 oz
3350,New Zealand Rack Of Lamb
3351,No Rules Parmesan Pasta
3352,No Rules Parmesan Pasta with Grilled Chicken
3353,No Rules Parmesan Pasta with Grilled Chicken And Grilled Scallops
3354,No Rules Parmesan Pasta with Grilled Chicken And Grilled Shrimp
3355,No Rules Parmesan Pasta with Grilled Scallops
3356,No Rules Parmesan Pasta with Grilled Shrimp
3357,No Rules Parmesan Pasta with Grilled Shrimp And Grilled Scallops
3358,No Rules Parmesan Pasta with Steamed Veggies
3359,Norwegian Salmon
3360,Outback Special® 12 oz
3361,Outback Special® 6 oz
3362,Outback Special® 9 oz
3363,Porterhouse 20 oz
3364,Prime Rib 12 oz
3365,Prime Rib 16 oz
3366,Prime Rib 8 oz
3367,Ribeye 10 oz
3368,Ribeye 14 oz
3369,Ribs & Chicken On The Barbie
3370,Rice
3371,Sautéed Mushrooms
3372,Seared Ahi Tuna Regular
3373,Seared Ahi Tuna Small
3374,Simply Grilled 8 oz Mahi With Rice Garnish And Steamed Veggies
3375,Simply Grilled Tilapia With Steamed Veggies
3376,Sirloin 12 oz & Coconut Shrimp
3377,Sirloin 12 oz & Grilled Shrimp
3378,Sirloin 6 oz & Coconut Shrimp
3379,Sirloin 6 oz & Grilled Shrimp
3380,Sirloin 9 oz & Coconut Shrimp
3381,Sirloin 9 oz & Grilled Shrimp
3382,Spinach Artichoke Dip
3383,Sweet Adventure Sampler Trio®
3384,Sweet Potato
3385,Sweet Potato Fries
3386,Sweet Potato with Brown Sugar
3387,Sweet Potato with Honey Butter
3388,Sweet Potato with Honey Butter & Brown Sugar
3389,Sydney’S Sinful Sundae®
3390,Teriyaki Filet Medallions
3391,The Bloomin’ Burger®
3392,The Outbacker Burger
3393,The Outbacker Burger With American Cheese
3394,The Outbacker Burger With Swiss Cheese
3395,Victoria’S Filet® 6 oz
3396,Victoria’S Filet® 8 oz
3397,Walkabout Soup® Of The Day Chicken Tortilla Soup  –  Bowl
3398,Walkabout Soup® Of The Day Chicken Tortilla Soup  – Cup
3399,Walkabout Soup® Of The Day Clam Chowder  – Bowl
3400,Walkabout Soup® Of The Day Clam Chowder  – Cup
3401,Walkabout Soup® Of The Day Creamy Onion Soup  –  Bowl
3402,Walkabout Soup® Of The Day Creamy Onion Soup  – Cup
3403,Walkabout Soup® Of The Day Potato Soup   –  Cup
3404,Walkabout Soup® Of The Day Potato Soup  – Bowl
3405,Walkabout Soup® Of The Day Too Right French Onion Soup
3406,Walkabout Soup® Of The Day White Bean Sausage Soup  – Cup
3407,Walkabout Soup® Of The Day White Bean Sausage Soup-Bowl
3408,Wings
3409,Wings with Hot Sauce
3410,Wings with Medium Sauce
3411,Wings with Mild Sauce
3412,Wood Fire Prime Rib 12 oz
3413,Wood Fire Prime Rib 16 oz
3414,Wood-Fire Grilled Ahi Tuna
3415,Beijing Beef™
3416,Black Pepper Chicken
3417,Broccoli Beef
3418,Chicken Egg Roll
3419,Chicken Potsticker
3420,Chow Mein
3421,Cream Cheese Rangoon
3422,Crispy Shrimp
3423,Eggplant & Tofu
3424,Fortune Cookies
3425,Fried Rice
3426,Golden Treasure Shrimp™
3427,Honey Walnut Shrimp
3428,Hot & Sour Soup
3429,Kobari™ Beef
3430,Kung Pao Chicken
3431,Mandarin Chicken
3432,Mixed Veggies (Entree)
3433,Mixed Veggies (Side)
3434,Mushroom Chicken
3435,Orange Chicken
3436,Peppercorn Shrimp
3437,Potato Chicken
3438,Steamed Rice
3439,String Bean Chicken Breast
3440,Sweet & Sour Chicken Breast
3441,SweetFire Chicken Breast™
3442,Veggie Spring Roll
3443,All Natural Low-Fat Chicken Noodle
3444,All Natural Low-Fat Chicken Noodle – You Pick Two®
3445,All Natural Sonoma Chicken Stew with 1 Mini Dry Jack Biscuit-You Pick Two®
3446,All Natural Sonoma Chicken Stew with 2 Mini Dry Jack Biscuits
3447,All Natural Steak Chili with Cornbread
3448,All Natural Steak Chili with Cornbread – You Pick Two®
3449,Apple
3450,Apple Crunch Muffin
3451,Asiago Cheese
3452,Asiago Cheese Bagel with Egg and Cheese
3453,Asiago Cheese Bagel with Sausage
3454,Asiago Cheese Demi
3455,Asiago Cheese Loaf
3456,Baked lays potato chips
3457,Baked Potato
3458,Baked Potato – You Pick Two®
3459,Bear Claw
3460,Blueberry
3461,Breakfast Power on Whole Grain
3462,Brewed Tea – Acai
3463,Brewed Tea – Black
3464,Brewed Tea- Acai
3465,Brewed Tea- Black
3466,Broccoli Cheddar
3467,Broccoli Cheddar – You Pick Two®
3468,Caffe Latte
3469,Caffe Mocha
3470,Candy
3471,Cappuccino
3472,Caramel
3473,Caramel Latte
3474,Carrot Cake with Walnuts
3475,Chai Tea Latte
3476,Cheese Pastries
3477,Cherry Pastries
3478,Chive & Onion
3479,Chive & Onion
3480,Chocolate Chip Bagel
3481,Chocolate Chip Muffie
3482,Chocolate Chipper
3483,Chocolate Chipper Petites
3484,Chocolate Pastries
3485,Ciabatta
3486,Cinnamon Chip Scones
3487,Cinnamon Coffee Crumb Cake- café serving
3488,Cinnamon Coffee Crumb Cake- whole unsliced serving
3489,Cinnamon Crunch
3490,Cinnamon Raisin Loaf
3491,Cinnamon Roll
3492,Cinnamon Swirl & Raisin
3493,Cobblestone
3494,Coffee
3495,Coffee
3496,Coffee
3497,"Coffee, Decaf"
3498,"Coffee, Decaf"
3499,"Coffee, Decaf"
3500,Cornbread Muffie
3501,Country Loaf
3502,Country Miche
3503,Cranberry Orange Muffin
3504,Cream of Chicken & Wild Rice
3505,Cream of Chicken & Wild Rice – You Pick Two®
3506,Creamy Tomato
3507,Creamy Tomato – You Pick Two®
3508,Double Fudge Brownie with Icing
3509,"Dry Jack Cheese Biscuit, mini"
3510,Easter Egg Shaped Shortbread
3511,Egg & Cheese on Ciabatta
3512,Everything
3513,Focaccia
3514,Focaccia with Asiago Cheese
3515,Four Cheese
3516,French Baguette
3517,French baguette
3518,French Croissant
3519,French Miche
3520,French Onion
3521,French Onion – You Pick Two®
3522,French Toast
3523,French Toast Bagel Breakfast with Sausage
3524,Fresh Apple Pastries
3525,Fresh Fruit Cup
3526,Full Asiago Roast Beef on Asiago Cheese
3527,Full Asian Sesame Chicken
3528,Full BBQ Chopped Chicken
3529,Full Caesar
3530,Full Chicken Caesar
3531,Full Chicken Caesar on Three Cheese
3532,Full Chipotle Chicken on Artisan French
3533,Full Chopped Chicken Cobb
3534,Full Chopped Steak & Blue Cheese
3535,Full Classic Cafe
3536,Full Cuban Chicken Panini
3537,Full Frontega Chicken® on Focaccia
3538,Full Fuji Apple with Chicken
3539,Full Greek
3540,Full Italian Combo on Ciabatta
3541,Full Mediterranean Salmon
3542,Full Mediterranean Veggie on XL Tomato Basil
3543,Full Napa Almond Chicken Salad on Sesame Semolina
3544,Full Roasted Turkey Artichoke on Foccacia with Asiago Cheese
3545,Full Salmon Caesar
3546,Full Salmon Club Croissant
3547,Full Sierra Turkey on Focaccia with Asiago Cheese
3548,Full Smoked Turkey Breast on Country
3549,Full Smokehouse Turkey® on Three Cheese
3550,Full Steak & White Cheddar on French Baguette
3551,Full Steak Balsamico
3552,Full Thai Chopped Chicken
3553,Full Tomato & Mozzarella on Ciabatta
3554,Full Tuna Salad on Honey Wheat
3555,Half Asiago Roast Beef on Asiago Cheese
3556,Half Asian Sesame Chicken
3557,Half BBQ Chopped Chicken
3558,Half Caesar
3559,Half Chicken Caesar
3560,Half Chicken Caesar on Three Cheese
3561,Half Chipotle Chicken on Artisan French
3562,Half Chopped Chicken Cobb
3563,Half Chopped Steak & Blue Cheese
3564,Half Classic Cafe
3565,Half Cuban Chicken Panini
3566,Half Frontega Chicken® on Focaccia
3567,Half Fuji Apple with Chicken
3568,Half Greek
