id,name,restaurant_id,category_id
725,French Fries – medium (Salted),7,6
726,French Fries – small (Salted),7,6
727,French Fries – value (Salted),7,6
728,French Toast Sticks (3 piece),7,17
729,French Toast Sticks (5 piece),7,17
730,French Toast Sticks Platter w/ Sausage & Breakfast Syrup,7,17
731,Garden Salad (no chicken),7,11
732,Garlic Parmesan Croutons,7,11
733,Hash Browns – large,7,17
734,Hash Browns – medium,7,17
735,Hash Browns – small,7,17
736,Hershey®’s Sundae Pie,7,4
737,Italian Original Chicken Sandiwch,7,12
738,Ken’s® Creamy Caesar Dressing (2 oz),7,11
739,Ken’s® Fat Free Ranch Dressing (2 oz),7,11
740,Ken’s® Honey Mustard Dressing (2 oz),7,11
741,Ken’s® Light Italian Dressing (2 oz),7,11
742,Ken’s® Ranch Dressing (2 oz),7,11
743,Low Fat Caramel Sauce,7,3
744,Mini Blueberry Biscuits with icing (4pc),7,17
745,Mini M & M® Sundae,7,4
746,Motts’® Harvest Plus Applesauce,7,3
747,Mozzarella Sticks (4 pc),7,3
748,Mustard Whopper® Sandwich,7,12
749,Oatmeal Raisin Cookies (2),7,4
750,Onion Rings – large,7,3
751,Onion Rings – medium,7,3
752,Onion Rings – small,7,3
753,Onion Rings – value,7,3
754,Oreo® Sundae,7,4
755,Original Chicken Club Sandwich,7,12
756,Original Chicken Sandwich,7,12
757,Original Chicken Sandwich w/o Mayo,7,12
758,Pancake Platter w/ Sausage & 1 oz Breakfast Syrup,7,17
759,Pancakes (3) and 1 oz breakfast syrup,7,17
760,Peach Granola Sundae,7,4
761,Quaker® Oatmeal Maple and Brown Sugar Flavor,7,17
762,Quaker® Oatmeal Original,7,17
763,Rodeo Cheeseburger,7,7
764,Sausage Biscuit,7,17
765,"Sausage, Egg, & Cheese Biscuit",7,17
766,"Scrambled Egg Platter w/ Sausage (Scrambled Eggs, Biscuit, Hashbrowns, Sausage Patty)",7,17
767,Side of Eggs,7,17
768,Side of Southwest Potatoes,7,17
769,Side Salad,7,11
770,Soft Serve Cone,7,4
771,Soft Serve Cup,7,4
772,Spicy Chick’n Crisp® Sandwich,7,12
773,Spicy Chick’n Crisp® Sandwich w/o Mayo,7,12
774,Spicy Chicken BK Wrapper™,7,16
775,Strawberry Milk Shake,7,2
776,Strawberry Milk Shake,7,2
777,Strawberry Milk Shake,7,2
778,Strawberry Sundae,7,4
779,Strawberry Swirl Cheesecake,7,4
780,Tacos (2),7,8
781,Tendercrisp® Chicken Garden Salad,7,11
782,Tendercrisp® Chicken Sandwich,7,12
783,Tendercrisp® Chicken Sandwich w/o Mayo,7,12
784,Tendergrill® Chicken Sandwich,7,12
785,Tendergrill® Chicken Sandwich w/o Mayo,7,12
786,Tendergrill™ Chicken Garden Salad,7,11
787,Texas Double Whopper® Sandwich,7,12
788,Texas Triple Whopper® Sandwich,7,12
789,Texas Whopper® Sandwich,7,12
790,Triple Whopper® Sandwich,7,12
791,Triple Whopper® Sandwich w/o Mayo,7,12
792,Triple Whopper® Sandwich With Cheese,7,12
793,Triple Whopper® Sandwich With Cheese w/o Mayo,7,12
794,Vanilla Icing,7,17
795,Vanilla Milk Shake,7,2
796,Vanilla Milk Shake,7,2
797,Vanilla Milk Shake,7,2
798,White Chocolate Macadamia Nut Cookies (2),7,4
799,Whopper JR.® Sandwich,7,12
800,Whopper JR.® Sandwich w/o Mayo,7,12
801,Whopper JR.® Sandwich with Cheese,7,12
802,Whopper JR.® Sandwich with Cheese w/o Mayo,7,12
803,Whopper® Sandwich,7,12
804,Whopper® Sandwich w/o Mayo,7,12
805,Whopper® Sandwich with Cheese,7,12
806,Whopper® Sandwich with Cheese w/o Mayo,7,12
807,1/2 LB Clams,8,5
808,Baked Potato‐plain,8,3
809,Batter‐Dipped Fish,8,5
810,Bite Size Shrimp,8,5
811,Bite Size Shrimp Salad,8,11
812,Breadstick,8,3
813,Broccoli,8,3
814,Catfish,8,5
815,Cheese Sticks,8,3
816,Cheesecake,8,4
817,Cheesecake with Strawberries,8,4
818,Chicken Ranch Sandwich,8,12
819,Chicken Tender,8,5
820,Chocolate Cake,8,4
821,Classic Fish Sandwich,8,12
822,Cocktail Sauce,8,3
823,Coconut Shrimp,8,5
824,Cole Slaw,8,3
825,Corn on the Cob,8,3
826,Country Style Fish,8,5
827,Crab Cake,8,5
828,Cracklins,8,3
829,French Fries,8,3
830,Fried Chicken Salad,8,11
831,Fried Flounder,8,5
832,Fried Okra,8,3
833,Ginger Teriyaki Sauce,8,3
834,Great Little Fish Sandwich,8,12
835,Green Beans,8,3
836,Hush Puppies (2),8,3
837,Jalapeno Poppers,8,3
838,Macaroni & Cheese,8,3
839,Oysters,8,5
840,Pecan Pie,8,4
841,Pineapple Cream Cheese Pie,8,4
842,Premium Shrimp,8,5
843,Roasted Red Potatoes,8,3
844,Scampi Butter Sauce,8,3
845,Scampi Shrimp,8,5
846,Seasoned Rice,8,3
847,Seasoned Tilapia,8,5
848,Shrimp Skewers,8,5
849,Side Salad,8,3
850,Stuffed Crab Shell,8,5
851,Sweet Chili Sauce,8,3
852,Tartar Sauce,8,3
853,The Captain,8,12
854,Wild Alaskan Salmon,8,5
855,Wild Alaskan Salmon Salad,8,11
856,Wild Alaskan Salmon Sandwich,8,12
857,Bean & Cheese Burrito,9,24
858,Bean & Cheese Burrito – Chicken,9,24
859,Bean & Cheese Burrito – Ground Beef,9,24
860,Bean & Cheese Burrito – Steak,9,24
861,Big Country® Breakfast Burrito,9,22
862,Biscuit ‘N’ Gravy™,9,17
863,Breakfast Burger™,9,17
864,Buttermilk Ranch HB Chicken™ Tender Wrapper,9,8
865,Carl’s Catch Fish Sandwich®,9,12
866,Carne Asada Burrito,9,24
867,Charbroiled BBQ Chicken™ Sandwich,9,12
868,Charbroiled Chicken Club™ Sandwich,9,12
869,Charbroiled Santa Fe Chicken™ Sandwich,9,12
870,Chicken Stars™ (4 pieces),9,8
871,Chicken Stars™ (6 pieces),9,8
872,Chicken Stars™ (9 pieces),9,8
873,Chili Cheese Fries,9,6
874,Chips,9,3
875,Chips & Cheese,9,3
876,Chocolate Cake,9,4
877,Chocolate Chip Cookie,9,4
878,Chocolate Malt,9,2
879,Chocolate Shake,9,2
880,Cranberry Apple Walnut Grilled Chicken Salad w/o Dressing,9,11
881,Crisp Burritos (3 pieces),9,24
882,Crisp Burritos (5 pieces),9,24
883,CrissCut® Fries,9,6
884,Decaffinated Coffee,9,25
885,Famous Star® with Cheese,9,7
886,Fish & Chips,9,5
887,Fish Taco,9,26
888,French Toast Dips® – No Syrup (5 pieces),9,17
889,Fresh Brewed Iced Tea,9,1
890,Fresh Brewed Iced Tea,9,1
891,Fresh Brewed Iced Tea,9,1
892,Fresh Brewed Iced Tea,9,1
893,Fried Zucchini,9,3
894,Green Burrito® Taco Salad w/o Dressing,9,11
895,Grilled Chicken Burrito,9,24
896,Guacamole,9,3
897,Guacamole Turkey Burger,9,7
898,Hand-Breaded Chicken Fillet Sandwich,9,12
899,"Hand-Breaded Chicken Tenders™ (10pc box; 2, 5pc servings)",9,8
900,"Hand-Breaded Chicken Tenders™ (15pc box; 3, 5pc servings)",9,8
901,"Hand-Breaded Chicken Tenders™ (20pc box; 4, 5pc servings)",9,8
902,Hand-Breaded Chicken Tenders™ (3 pieces),9,8
903,Hand-Breaded Chicken Tenders™ (5 pieces),9,8
904,Hard Taco – Chicken,9,26
905,Hard Taco – Ground Beef,9,26
906,Hard Taco – Steak,9,26
907,Hash Brown Nuggets,9,17
908,Honey Mustard HB Chicken™ Tender Wrapper,9,8
909,Kid’s Cheeseburger,9,15
910,Kid’s Hand-Breaded Chicken Tenders™ (2 pieces),9,15
911,Loaded Breakfast Burrito,9,22
912,Made From Scratch Biscuit™,9,17
913,Monster Biscuit®,9,23
914,Nacho Taco,9,26
915,Natural-Cut Fries (Kids),9,15
916,Natural-Cut Fries (Large),9,6
917,Natural-Cut Fries (Medium),9,6
918,Natural-Cut Fries (Small),9,6
919,Onion Rings,9,3
920,OREO® Cookie Malt,9,2
921,OREO® Cookie Shake,9,2
922,Original Grilled Chicken Salad w/o Dressing,9,11
923,Pinto Beans & Cheese – Family Size,9,3
924,Pinto Beans & Cheese – Small,9,3
925,Quesadilla – Cheese,9,27
926,Quesadilla – Chicken,9,27
927,Quesadilla – Steak,9,27
928,Regular Coffee,9,25
929,Rice – Family Size,9,3
930,Rice – Small,9,3
931,"Sausage, Egg & Cheese Biscuit",9,23
932,Side Salad w/o Dressing,9,11
933,Soft Taco – Chicken,9,26
934,Soft Taco – Ground Beef,9,26
935,Soft Taco – Steak,9,26
936,Sour Cream,9,3
937,Sourdough Breakfast Sandwich,9,23
938,Southwest Chicken Soft Taco,9,26
939,Spicy Chicken Sandwich,9,12
940,Steak & Egg Burrito,9,22
941,Strawberry Biscuit,9,23
942,Strawberry Malt,9,2
943,Strawberry Shake,9,2
944,Strawberry Swirl Cheesecake,9,4
945,Sunrise Croissant®,9,17
946,Super Nachos – Chicken,9,27
947,Super Nachos – Ground Beef,9,27
948,Super Nachos – Steak,9,27
949,Super Star® with Cheese,9,7
950,Sweet & Bold BBQ HB Chicken Tender™ Wrapper,9,8
951,Taco Salad – Chicken,9,27
952,Taco Salad – Ground Beef,9,27
953,Taco Salad – Steak,9,27
954,Teriyaki Burger™,9,7
955,Teriyaki Turkey Burger,9,7
956,The Big Carl®,9,7
957,The Green Burrito® – Chicken,9,24
958,The Green Burrito® – Steak,9,24
959,The Low Carb Six Dollar Burger®,9,7
960,The Original Six Dollar Burger®,9,7
961,The Portobello Mushroom Six Dollar Burger™,9,7
962,Turkey Burger,9,7
963,Vanilla Malt,9,2
964,Vanilla Shake,9,2
965,2 pieces of Toast,10,17
966,4 oz. Hash Browns,10,17
967,5 Chicken Fingers,10,8
968,BBQ Cheddar,10,12
969,Buffalo Chicken Salad,10,11
970,Cheddar Fries,10,6
971,Chicken Buffalo,10,12
972,Chicken California,10,12
973,Chicken Cordon Blue,10,12
974,Chicken Teriyaki,10,12
975,Chicken Teriyaki Salad,10,11
976,Egg & Cheese,10,22
977,Fresh Garden,10,11
978,Grilled Chicken Salad,10,11
979,Grilled Steak Salad,10,11
980,Italian Deli,10,12
981,Kid’s (3 Chicken Fingers),10,15
982,Kids Fries,10,15
983,Large Fries,10,6
984,Mushroom Swiss Steak,10,12
985,Philly Cheesesteak,10,12
986,Philly Chicken,10,12
987,Philly Steak and Bleu,10,12
988,Philly Steak Deluxe,10,12
989,Philly Veggie,10,12
990,Reg.Fries,10,6
991,Sausage Omelet,10,17
992,"Sausage, Egg & Cheese",10,22
993,Sicilian Steak,10,12
994,"Steak, Egg & Cheese",10,22
995,Turkey Cheddar Melt,10,12
996,Two Eggs Scrambled,10,17
997,Ultimate Club,10,12
998,Ultimate Fries,10,6
999,Veggie Omelet,10,17
1000,Western Omelet,10,17
1001,100% Colombian Coffee,11,25
1002,Banana Pudding Milkshake,11,4
1003,Carrot & Raisin Salad,11,11
1004,Chargrilled & Fruit Salad,11,11
1005,Chargrilled Chicken Club Sandwich,11,12
1006,Chargrilled Chicken Cool Wrap,11,16
1007,Chargrilled Chicken Garden Salad,11,11
1008,Chargrilled Chicken Sandwich,11,12
1009,Chick-fil-A Chick-n-Minis™,11,17
1010,Chick-fil-A® Cheesecake,11,4
1011,Chick-fil-A® Chicken Biscuit,11,17
1012,Chick-fil-A® Diet Lemonade,11,1
1013,Chick-fil-A® Lemon Pie,11,4
1014,Chick-fil-A® Lemonade,11,1
1015,Chick-fil-A® Spicy Chicken Biscuit,11,17
1016,Chick-n-Strips,11,8
1017,Chick-n-Strips Salad,11,11
1018,Chicken Breakfast Burrito,11,22
1019,Chicken Caesar Cool Wrap,11,16
1020,Chicken Salad Cup,11,11
1021,Chicken Salad Sandwich,11,12
1022,Chicken Sandwich,11,12
1023,Chicken Tortilla Soup,11,14
1024,"Chicken, Egg & Cheese on Sunflower Multigrain Bagel",11,17
1025,Chocolate Milkshake,11,4
1026,Cinnamon Brown Sugar,11,17
1027,Cinnamon Cluster,11,17
1028,Cole Slaw,11,3
1029,Cookies & Cream Milkshake,11,4
1030,Deluxe Chicken Sandwich,11,12
1031,Fruit Cup,11,3
1032,Fudge Brownie,11,4
1033,Hash Browns,11,17
1034,Hearty Breast of Chicken Soup,11,14
1035,Iced Tea – Sweetened,11,1
1036,Iced Tea – Unsweetened,11,1
1037,Icedream®,11,4
1038,Mixed Fruit Blend,11,17
1039,Multigrain Oatmeal,11,17
1040,Nuggets,11,8
1041,Plain Biscuit,11,17
1042,Roasted Nut Topping,11,17
1043,Sausage Breakfast Burrito,11,22
1044,"Sausage, Egg, and Cheese Biscuit",11,17
1045,Side Salad,11,11
1046,Southwest Chargrilled Salad,11,11
1047,Spicy Chicken Cool Wrap,11,16
1048,Spicy Chicken Sandwich,11,12
1049,Spicy Chicken Sandwich Deluxe,11,12
1050,Strawberry Milkshake,11,4
1051,Vanilla Milkshake,11,4
1052,Waffle Potato Fries,11,6
1053,Yogurt Parfait,11,17
1054,Yogurt Parfait with Chocolate Cookie Crumbs,11,17
1055,Yogurt Parfait with Granola,11,17
1056,Add Fried Shrimp to any Entrée,12,3
1057,Add Fried Shrimp to any Entrée,12,3
1058,Add Rice and Black Beans,12,3
1059,Add Spicy Garlic & Lime Shrimp to any Entrée,12,3
1060,Add Spicy Garlic & Lime Shrimp to any Entrée,12,3
1061,Avocado Burger on Wheat Bun w/ fries,12,7
1062,Avocado Slices,12,3
1063,BBQ Sauce (Original),12,3
1064,Beef Fajitas – w/o Tortillas and Condiments,12,28
1065,Big Mouth Burger Bites w/ Fries,12,7
1066,Big Mouth® Bites w/ Ranch with fries,12,7
1067,Black Bean Patty Only,12,3
1068,Black Beans,12,3
1069,Boneless Buffalo Chicken Salad,12,11
1070,Boneless Buffalo Wings w/ Bleu Cheese,12,10
1071,Bottomless Tostada Chips w/ Salsa,12,10
1072,Broccoli Cheese Soup,12,14
1073,Broccoli Cheese Soup,12,14
1074,Brownie Sundae,12,4
1075,Buffalo Chicken Ranch Sandwich on White Bun with fries,12,12
1076,Cajun Pasta w/ Grilled Chicken,12,5
1077,Cajun Pasta w/ Grilled Chicken (Lunch Combo),12,5
1078,Cajun Pasta w/ Grilled Shrimp,12,5
1079,California Club Sandwich w/ Fries,12,12
1080,California Club Sandwich w/ fries,12,12
1081,Caribbean Salad w/ Grilled Chicken,12,11
1082,Caribbean Salad w/ Grilled Shrimp,12,11
1083,"Cheese, American",12,3
1084,"Cheese, Cheddar",12,3
1085,"Cheese, Provolone",12,3
1086,"Cheese, Swiss",12,3
1087,Cheesecake,12,4
1088,Chicken & Green Chile Soup,12,14
1089,Chicken & Green Chile Soup,12,14
1090,Chicken Caesar Salad,12,11
1091,Chicken Club Tacos,12,26
1092,Chicken Crispers® w/ Honey Mustard,12,8
1093,Chicken Enchilada,12,14
1094,Chicken Enchilada Soup,12,14
1095,Chicken Enchilada Soup,12,14
1096,Chicken Fajitas – w/o Tortillas and Condiments,12,28
1097,Chili’s Terlingua Chili w/ Toppings,12,14
1098,Chili’s Terlingua Chili w/ Toppings,12,14
1099,Chocolate Chip Paradise Pie,12,4
1100,Cinnamon Apples,12,3
1101,Classic Nachos (12),12,10
1102,Classic Nachos (8),12,10
1103,Classic Nachos – Beef (12),12,10
1104,Classic Nachos – Beef (8),12,10
1105,Classic Nachos – Chicken (12),12,10
1106,Classic Nachos – Chicken (8),12,10
1107,Classic Sirloin,12,5
1108,Classic Sirloin (Lunch Combo),12,5
1109,Classic Turkey Sandwich w/ fries,12,12
1110,Classic Turkey Sandwich w/ Fries (Lunch Combo),12,12
1111,Cobb Salad,12,11
1112,Cole Slaw,12,3
1113,Country-Fried Steak,12,5
1114,Crispy Chicken Crispers® No Dressing,12,8
1115,Crispy Chicken Tacos,12,26
1116,Crispy Honey-Chipotle Chicken Crispers® w/ Ranch,12,8
1117,Crispy Onion String & Jalapeno Stack w/ Ranch,12,10
1118,Crispy Shrimp Tacos,12,26
1119,"Dressing, Ancho Chile Ranch",12,3
1120,"Dressing, Avocado Ranch",12,3
1121,"Dressing, Bleu Cheese",12,3
1122,"Dressing, Citrus Balsamic Vinaigrette",12,3
1123,"Dressing, Honey Lime",12,3
1124,"Dressing, Honey Mustard",12,3
1125,"Dressing, Honey Mustard No Fat",12,3
1126,"Dressing, Low Fat Ranch",12,3
1127,"Dressing, Ranch",12,3
1128,Fajita Chicken Sandwich w/ Fries,12,12
1129,Fajita Trio – w/o Tortillas and Condiments,12,28
1130,Fire-Grilled Corn Guacamole w/ Chips,12,10
1131,Flame-Grilled Ribeye,12,5
1132,Fried Cheese w/ Marinara Sauce,12,10
1133,Fried Shrimp w/ Cocktail Sauce,12,5
1134,Fried Shrimp w/ Cocktail Sauce,12,9
1135,Frosty Chocolate Shake,12,2
1136,GG Classic Sirloin,12,5
1137,GG Grilled Chicken Sandwich w/ Steamed Broccoli & fries,12,12
1138,GG Salmon w/ Garlic & Herbs,12,9
1139,GG Santa Fe Chicken Wrap w/ Steamed Broccoli & fries,12,12
1140,"Gravy, Black Pepper",12,3
1141,Grilled Chicken Sandwich on White Bun w/ fries,12,12
1142,Grilled Salmon w/ Garlic & Herbs,12,5
1143,Grilled Salmon w/ Garlic & Herbs,12,9
1144,Guacamole,12,3
1145,Half Rack of Baby Back Ribs,12,5
1146,Homestyle Fries,12,3
1147,Honey Chipotle Sauce,12,3
1148,Hot Spinach & Artichoke Dip w/ Chips,12,10
1149,House Salad No Dressing,12,11
1150,Jalapeno Smokehouse Burger w/ Ranch with fries,12,7
1151,Loaded Baked Potato Soup,12,14
1152,Loaded Baked Potato Soup,12,14
1153,Loaded Mashed Potatoes,12,3
1154,Lunch House Salad No Dressing,12,11
1155,Margarita Grilled Chicken,12,8
1156,Margarita Grilled Chicken (Lunch Combo),12,8
1157,Mashed Potatoes w/ Black Pepper Gravy,12,3
1158,Memphis Dry Rub Ribs,12,13
1159,Memphis Dry Rub Ribs (1/2 rack),12,13
1160,Molten Chocolate Cake,12,4
1161,Monterey Chicken®,12,8
1162,Monterey Chicken® (Lunch Combo),12,8
1163,Mushroom-Swiss Burger w/ fries,12,7
1164,Oldtimer® Burger w/ fries,12,7
1165,Original Ribs,12,13
1166,Original Ribs (1/2 rack),12,13
1167,Over-The-Top Cobb Salad w/ Avocado Ranch,12,11
1168,Pepper Pals® Cheese Pizza,12,15
1169,Pepper Pals® Cheese Quesadilla,12,15
1170,Pepper Pals® Chocolate Shake,12,15
1171,Pepper Pals® Crispy Chicken Crispers,12,15
1172,Pepper Pals® Grilled Cheese Sandwich,12,15
1173,Pepper Pals® Grilled Chicken Platter,12,15
1174,Pepper Pals® Grilled Chicken Sandwich,12,15
1175,Pepper Pals® Little Chicken Crispers,12,15
1176,Pepper Pals® Little Mouth Burger,12,15
1177,Pepper Pals® Little Mouth Cheeseburger,12,15
1178,Pepper Pals® Macaroni & Cheese Kraft,12,15
1179,Pepper Pals® Side Celery Sticks w/ Ranch,12,15
1180,Pepper Pals® Side Cinnamon Apples,12,15
1181,Pepper Pals® Side Corn Cob w/o Butter,12,15
1182,Pepper Pals® Side Homestyle Fries,12,15
1183,Pepper Pals® Side Kernel Corn,12,15
1184,Pepper Pals® Side Mandarin Oranges,12,15
1185,Pepper Pals® Side Mashed Potatoes – w/o Gravy,12,15
1186,Pepper Pals® Side Pineapple,12,15
1187,Pepper Pals® Side Rice,12,15
1188,Pepper Pals® Side Salad w/ Low Fat Ranch,12,15
1189,Pepper Pals® Side Steamed Broccoli,12,15
1190,Quesadilla Explosion Salad,12,11
1191,Ranch Only as served w/ Chips,12,3
1192,Rice,12,3
1193,Salsa Only as served w/ Chips,12,3
1194,Santa Fe Chicken Wrap w/ Ancho-Chile Ranch & fries,12,12
1195,Shiner Bock® BBQ Burger w/ fries,12,7
1196,Shiner Bock® BBQ Ribs,12,13
1197,Shiner Bock® BBQ Ribs (1/2 rack),12,13
1198,Skillet Queso w/ Chips,12,10
1199,Sour Cream,12,3
1200,Southern Smokehouse Burger w/ Ancho Chile BBQ & fries,12,7
1201,Southwestern BLT Sandwich w/ Fries,12,12
1202,Southwestern Eggrolls w/ Avocado Ranch,12,10
1203,Spicy Garlic & Lime Grilled Shrimp,12,5
1204,Steakhouse Sandwich w/ fries,12,12
1205,Steamed Broccoli,12,3
1206,Sweet Corn,12,14
1207,Sweet Corn,12,14
1208,Sweet Corn on the Cob w/ Butter,12,3
1209,Texas Cheese Fries -1/2 order w/ Chili & Ranch,12,10
1210,Texas Cheese Fries -1/2 order w/ Ranch,12,10
1211,Texas Cheese Fries w/ Chili & Ranch,12,10
1212,Texas Cheese Fries w/ Ranch,12,10
1213,Triple Dipper™ Big Mouth® Bites w/ Ranch,12,10
1214,Triple Dipper™ Boneless Buffalo Wings w/ Bleu Cheese,12,10
1215,Triple Dipper™ Chicken Crispers® No Dressing,12,10
1216,Triple Dipper™ Fried Cheese w/ Marinara Sauce,12,10
1217,Triple Dipper™ Hot Spinach & Artichoke Dip w/ Chips,12,10
1218,Triple Dipper™ Southwestern Eggrolls w/ Avocado Ranch,12,10
1219,Triple Dipper™ Wings Over Buffalo® w/ Bleu Cheese,12,10
1220,"Wheat Bun, Plain",12,3
1221,Wings Over Buffalo® w/ Bleu Cheese,12,10
1222,Barbacoa,13,5
1223,Barbacoa,13,5
1224,Black Beans,13,3
1225,Black Beans (side),13,3
1226,Black Beans (taco),13,3
1227,Carnitas,13,5
1228,Carnitas,13,5
1229,Cheese,13,3
1230,Cheese (small quesadilla),13,3
1231,Cheese (taco),13,3
1232,Chicken,13,5
1233,Chicken,13,5
1234,Chips,13,3
1235,Chips,13,3
1236,Cilantro-Lime Rice,13,3
1237,Cilantro-Lime Rice (side),13,3
1238,Cilantro-Lime Rice (taco),13,3
1239,Crispy Taco Shell,13,29
1240,Crispy Taco Shell,13,29
1241,Fajita Vegetables,13,3
1242,Fajita Vegetables,13,3
1243,Flour Tortilla (burrito),13,29
1244,Flour Tortilla (taco),13,29
1245,Flour Tortilla (taco),13,29
1246,Fresh Tomato Salsa,13,3
1247,Fresh Tomato Salsa,13,3
1248,Green Tomatillo Salsa,13,3
1249,Green Tomatillo Salsa,13,3
1250,Guacamole,13,3
1251,Guacamole,13,3
1252,Pinto Beans,13,3
1253,Pinto Beans (side),13,3
1254,Pinto Beans (taco),13,3
1255,Red Tomatillo Salsa,13,3
1256,Red Tomatillo Salsa,13,3
1257,Roasted Chili – Corn Salsa,13,3
1258,Roasted Chili – Corn Salsa,13,3
1259,Romaine Lettuce (salad),13,3
1260,Romaine Lettuce (taco),13,3
1261,Romaine Lettuce (tacos),13,3
1262,Soft Corn Tortilla,13,29
1263,Soft Corn Tortilla,13,29
1264,Sour Cream,13,3
1265,Sour Cream,13,3
1266,Steak,13,5
1267,Steak,13,5
1268,Vinaigrette,13,3
1269,Apple Pie,14,4
1270,Boneless Wing – with Sauce,14,21
1271,Boneless Wing – without Sauce,14,21
1272,Cajun Rice,14,3
1273,Chicken Fried Steak,14,5
1274,Chicken Sandwich with Cheese,14,12
1275,Cole Slaw,14,3
1276,Collard Greens,14,3
1277,Corn,14,3
1278,Double Chicken N Cheese Sandwich,14,12
1279,Fish Fillet (1),14,9
1280,French Fries,14,3
1281,Green Beans,14,3
1282,Honey-Butter Biscuit,14,3
1283,Jalapeño Cheese Bombers® (4),14,3
1284,Jalapeño Pepper,14,3
1285,Livers (6),14,9
1286,Macaroni & Cheese,14,3
1287,Mashed Potatoes & Gravy,14,3
1288,Nuggets (5),14,8
1289,Okra,14,3
1290,Original Breast,14,8
1291,Original Chicken Sandwich,14,12
1292,Original Leg,14,8
1293,Original Thigh,14,8
1294,Original Wing,14,8
1295,Red Beans & Rice,14,3
1296,Shrimp (8),14,9
1297,Southern Style Chicken Sandwich,14,12
1298,Spicy Breast,14,8
1299,Spicy Chicken Sandwich,14,12
1300,Spicy Leg,14,8
1301,Spicy Southern Style Chicken Sandwich,14,12
1302,Spicy Tender Strips™,14,8
1303,Spicy Thigh,14,8
1304,Spicy Wing,14,8
1305,Strawberry Shortcake,14,4
1306,Sweet Corn Nuggets (8),14,3
1307,Sweet Tea – Large,14,1
1308,Sweet Tea – Medium,14,1
1309,Sweet Tea – Small,14,1
1310,Tender Strips™,14,8
1311,Unsweet Tea – Large,14,1
1312,Unsweet Tea – Medium,14,1
1313,Unsweet Tea – Small,14,1
1314,"8-Grain Bagel – LF, VG",15,17
1315,Add Spread – Country Dijon Mustard (Combo),15,12
1316,Add Spread – Mayo (Combo),15,12
1317,All American Scrambler (with Sausage) (Egg Whites),15,17
1318,All American Scrambler (with Sausage) (Whole Eggs),15,17
1319,Anaheim Panini (Egg Whites),15,23
1320,Anaheim Panini (Whole Eggs),15,23
1321,Anaheim Scrambler – G (Egg Whites),15,17
1322,Anaheim Scrambler – G (Whole Eggs),15,17
1323,Apricot Walnut Rugalach – V,15,4
1324,Asian Edamame Salad – V (Side),15,11
1325,Asian Edamame Salad – V (Trio),15,11
1326,Asian Wonton Salad (Café & Combo),15,11
1327,Asian Wonton Salad (Entrée),15,11
1328,Avocado Wedge – VG (Side),15,11
1329,Avocado Wedge – VG (Trio),15,11
1330,"Baby Carrots – LF, VG, G",15,3
1331,Baked French Toast – V,15,17
1332,Baked French Toast w/Sausage & Fresh Fruit,15,17
1333,Baked French Toast w/Sausage & Scrambled Eggs (Egg Whites),15,17
1334,Baked French Toast w/Sausage & Scrambled Eggs (Whole Eggs),15,17
1335,"Bakery Chips – VG, G",15,3
1336,Banana – Whole (Kids’ Menu) – G,15,3
1337,Banana Baby Bundt Cake – V,15,4
1338,Banana Muffin – V,15,17
1339,Big Al’s Chili w/Cheddar Cheese (bowl),15,14
1340,Big Al’s Chili w/Cheddar Cheese (cup),15,14
1341,"Blueberry Bagel – LF, VG",15,17
1342,Blueberry Muffin – V,15,17
1343,"Breakfast Potatoes – VG, G",15,17
1344,Brioche Flatbread (slice),15,18
1345,Brioche Flatbread (whole),15,18
1346,Caesar Salad,15,11
1347,Caesar Salad (Café & Combo),15,11
1348,Caesar Salad (Entrée),15,11
1349,Caesar Salad (side & trio portion),15,11
1350,Caesar Salad w/Roasted Chicken (Café & Combo),15,11
1351,Caesar Salad w/Roasted Chicken (Entrée),15,11
1352,California Grille – V (Combo),15,30
1353,California Grille – V (Whole),15,30
1354,Cappuccino – Nonfat,15,25
1355,Cappuccino – Nonfat,15,25
1356,Cappuccino – Nonfat,15,25
1357,Cappuccino – Whole,15,25
1358,Cappuccino – Whole,15,25
1359,Cappuccino – Whole,15,25
1360,Caramel Latte – Nonfat,15,25
1361,Caramel Latte – Nonfat,15,25
1362,Caramel Latte – Nonfat,15,25
1363,Caramel Latte – Whole,15,25
1364,Caramel Latte – Whole,15,25
1365,Caramel Latte – Whole,15,25
1366,Chai Latte – Nonfat,15,25
1367,Chai Latte – Nonfat,15,25
1368,Chai Latte – Nonfat,15,25
1369,Chai Latte – Whole,15,25
1370,Chai Latte – Whole,15,25
1371,Chai Latte – Whole,15,25
1372,Cheddar Broccoli,15,15
1373,Cheddar Broccoli  (bowl),15,14
1374,Cheddar Broccoli  (cup),15,14
1375,Chicken Apple Sausage Panini (Egg Whites),15,23
1376,Chicken Apple Sausage Panini (Whole Eggs),15,23
1377,"Chicken Apple Sausage, 2-patties",15,17
1378,Chicken Carbonara – (Combo),15,5
1379,Chicken Carbonara – (Combo),15,12
1380,Chicken Carbonara – (Entrée),15,5
1381,Chicken Carbonara – (Whole),15,12
1382,Chicken Pomodori (Combo),15,30
1383,Chicken Pomodori (Whole),15,30
1384,Chocolate Baby Bundt Cake – V,15,4
1385,Chocolate Chip Cookie – V,15,4
1386,Chocolate Muffin – V,15,17
1387,Chocolate Turtle Baby Bundt Cake – V,15,4
